,full_name,id,url,stars
201,spring-projects/spring-data-jpa,1072845,https://api.github.com/repos/spring-projects/spring-data-jpa,2384
202,web3j/web3j,67328052,https://api.github.com/repos/web3j/web3j,4064
203,apache/pulsar,62117812,https://api.github.com/repos/apache/pulsar,11031
204,akka/akka-http,66077955,https://api.github.com/repos/akka/akka-http,1287
205,scala/scala-xml,11486644,https://api.github.com/repos/scala/scala-xml,259
206,perwendel/spark,1705960,https://api.github.com/repos/perwendel/spark,9309
207,apache/arrow,51905353,https://api.github.com/repos/apache/arrow,9686
208,FasterXML/jackson-dataformats-binary,57942251,https://api.github.com/repos/FasterXML/jackson-dataformats-binary,268
209,spring-projects/spring-retry,1187608,https://api.github.com/repos/spring-projects/spring-retry,1745
210,antlr/antlr3,3369669,https://api.github.com/repos/antlr/antlr3,229
211,damianszczepanik/cucumber-reporting,4916824,https://api.github.com/repos/damianszczepanik/cucumber-reporting,490
212,ReactiveX/RxJava,7508411,https://api.github.com/repos/ReactiveX/RxJava,46163
213,FasterXML/jackson-jaxrs-providers,6085215,https://api.github.com/repos/FasterXML/jackson-jaxrs-providers,100
214,knowm/XChange,3333998,https://api.github.com/repos/knowm/XChange,3502
215,jknack/handlebars.java,4459604,https://api.github.com/repos/jknack/handlebars.java,1303
216,prometheus/client_java,7997879,https://api.github.com/repos/prometheus/client_java,1765
217,apache/flink,20587599,https://api.github.com/repos/apache/flink,19156
218,pagehelper/Mybatis-PageHelper,20651672,https://api.github.com/repos/pagehelper/Mybatis-PageHelper,11191
219,auth0/java-jwt,17517521,https://api.github.com/repos/auth0/java-jwt,4778
220,apache/rocketmq,75164823,https://api.github.com/repos/apache/rocketmq,17443
221,android-async-http/android-async-http,1388245,https://api.github.com/repos/android-async-http/android-async-http,10650
222,JodaOrg/joda-convert,1729070,https://api.github.com/repos/JodaOrg/joda-convert,81
223,ehcache/ehcache3,17224514,https://api.github.com/repos/ehcache/ehcache3,1793
224,spring-cloud/spring-cloud-config,20811348,https://api.github.com/repos/spring-cloud/spring-cloud-config,1803
225,apache/struts,15928650,https://api.github.com/repos/apache/struts,1147
226,moment/moment,1424470,https://api.github.com/repos/moment/moment,46601
227,checkstyle/checkstyle,12499251,https://api.github.com/repos/checkstyle/checkstyle,7121
228,hunterhacker/jdom,2134055,https://api.github.com/repos/hunterhacker/jdom,322
229,apache/httpcomponents-core,206398,https://api.github.com/repos/apache/httpcomponents-core,289
230,undertow-io/undertow,5103785,https://api.github.com/repos/undertow-io/undertow,3150
231,jmock-developers/jmock-library,961799,https://api.github.com/repos/jmock-developers/jmock-library,126
232,jOOQ/jOOL,17339218,https://api.github.com/repos/jOOQ/jOOL,1930
233,google/compile-testing,12390121,https://api.github.com/repos/google/compile-testing,618
234,scribejava/scribejava,889932,https://api.github.com/repos/scribejava/scribejava,5262
235,spring-projects/spring-data-redis,1983092,https://api.github.com/repos/spring-projects/spring-data-redis,1459
236,cucumber-attic/gherkin,17832726,https://api.github.com/repos/cucumber-attic/gherkin,258
237,square/dagger,5279091,https://api.github.com/repos/square/dagger,7283
238,weibocom/motan,56679521,https://api.github.com/repos/weibocom/motan,5768
239,LWJGL/lwjgl3,7296244,https://api.github.com/repos/LWJGL/lwjgl3,3815
240,aws/aws-lambda-java-libs,35844242,https://api.github.com/repos/aws/aws-lambda-java-libs,412
241,javaee/uel-ri,89231781,https://api.github.com/repos/javaee/uel-ri,13
242,mock-server/mockserver,8426406,https://api.github.com/repos/mock-server/mockserver,3715
243,json4s/json4s,5533742,https://api.github.com/repos/json4s/json4s,1409
244,jboss/cxf,23365164,https://api.github.com/repos/jboss/cxf,3
245,square/leakcanary,34824499,https://api.github.com/repos/square/leakcanary,27613
246,googleapis/api-common-java,69636039,https://api.github.com/repos/googleapis/api-common-java,21
247,ktorio/ktor,40136600,https://api.github.com/repos/ktorio/ktor,9980
248,apache/parquet-mr,20675636,https://api.github.com/repos/apache/parquet-mr,1580
249,infinispan/infinispan,1050944,https://api.github.com/repos/infinispan/infinispan,968
250,vaadin/framework,6293402,https://api.github.com/repos/vaadin/framework,1725
251,Atmosphere/atmosphere,749137,https://api.github.com/repos/Atmosphere/atmosphere,3572
252,spring-cloud/spring-cloud-openfeign,120363922,https://api.github.com/repos/spring-cloud/spring-cloud-openfeign,819
253,baomidou/mybatis-plus,65987043,https://api.github.com/repos/baomidou/mybatis-plus,13073
254,RoaringBitmap/RoaringBitmap,10746583,https://api.github.com/repos/RoaringBitmap/RoaringBitmap,2649
255,appium/java-client,18454064,https://api.github.com/repos/appium/java-client,992
256,sendgrid/sendgrid-java,12328480,https://api.github.com/repos/sendgrid/sendgrid-java,427
257,google/closure-compiler,18845024,https://api.github.com/repos/google/closure-compiler,6491
258,JetBrains/intellij-community,2489216,https://api.github.com/repos/JetBrains/intellij-community,13844
259,mojohaus/animal-sniffer,35697158,https://api.github.com/repos/mojohaus/animal-sniffer,69
260,scribejava/scribejava,889932,https://api.github.com/repos/scribejava/scribejava,5262
261,jgrapht/jgrapht,3969325,https://api.github.com/repos/jgrapht/jgrapht,2141
262,kotest/kotest,47071082,https://api.github.com/repos/kotest/kotest,3517
263,hazelcast/hazelcast,3786237,https://api.github.com/repos/hazelcast/hazelcast,4898
264,apache/dubbo,4710920,https://api.github.com/repos/apache/dubbo,37442
265,jquery/jquery-dist,28825109,https://api.github.com/repos/jquery/jquery-dist,100
266,mockito/mockito-kotlin,49904224,https://api.github.com/repos/mockito/mockito-kotlin,2881
267,springtestdbunit/spring-test-dbunit,1161647,https://api.github.com/repos/springtestdbunit/spring-test-dbunit,469
268,square/otto,4812336,https://api.github.com/repos/square/otto,5197
269,modelmapper/modelmapper,1020601,https://api.github.com/repos/modelmapper/modelmapper,2008
270,siddhi-io/siddhi,18988631,https://api.github.com/repos/siddhi-io/siddhi,1344
271,ultraq/thymeleaf-layout-dialect,4460904,https://api.github.com/repos/ultraq/thymeleaf-layout-dialect,661
272,TIBCOSoftware/jasperreports,67412430,https://api.github.com/repos/TIBCOSoftware/jasperreports,682
273,srikanth-lingala/zip4j,184887172,https://api.github.com/repos/srikanth-lingala/zip4j,1392
274,protostuff/protostuff,16058167,https://api.github.com/repos/protostuff/protostuff,1812
275,apache/avro,206459,https://api.github.com/repos/apache/avro,2158
276,greenmail-mail-test/greenmail,24499046,https://api.github.com/repos/greenmail-mail-test/greenmail,496
277,vavr-io/vavr,16378879,https://api.github.com/repos/vavr-io/vavr,4864
